Apps	5986	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\osk.exe	name=*|On-Screen Keyboard	gscore=5986	lscore=5986
Apps	34000	Microsoft.AutoGenerated.{0FDD9C6B-656B-0F1F-AB08-B1CDBB7067B3}	name=*|Git Bash	gscore=64000	lscore=4000
Apps	11802	{7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E}\\Microsoft Office\\Office14\\GROOVE.EXE	name=*|Microsoft SharePoint Workspace 2010	gscore=11802	lscore=11802
Apps	10185	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\iscsicpl.exe	name=*|iSCSI Initiator	gscore=10185	lscore=10185
Apps	5300	windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel	name=*|Settings	gscore=4600	lscore=6000
Apps	64000	Microsoft.AutoGenerated.{51325390-AE6A-68FC-A315-0950CC83A166}	name=*|VLC media player - reset preferences and cache files	gscore=64000	lscore=64000
Apps	5378	Microsoft.MicrosoftEdge_8wekyb3d8bbwe!MicrosoftEdge	name=*|Microsoft Edge	gscore=4757	lscore=6000
Apps	64000	Microsoft.AutoGenerated.{C804BBA7-FA5F-CBF7-8B55-2096E5F972CB}	name=*|Resource Monitor	gscore=64000	lscore=64000
Apps	5450	microsoft.windowscommunicationsapps_8wekyb3d8bbwe!microsoft.windowslive.mail	name=*|Mail	gscore=5450	lscore=5450
Apps	5858	Microsoft.Windows.MediaPlayer32	name=*|Windows Media Player	gscore=5858	lscore=5858
Apps	9058	{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\psr.exe	name=*|Steps Recorder	gscore=9058	lscore=9058
Apps	64000	{6D809377-6AF0-444B-8957-A3773F02200E}\\VideoLAN\\VLC\\NEWS.txt	name=*|Release Notes	gscore=64000	lscore=64000
Apps	64000	Microsoft.AutoGenerated.{DAA168DE-4306-C8BC-8C11-B596240BDDED}	name=*|Windows Speech Recognition	gscore=64000	lscore=64000
Apps	64000	Microsoft.AutoGenerated.{BD3F924E-55FB-A1BA-9DE6-B50F9F2460AC}	name=*|Local Security Policy	gscore=64000	lscore=64000
Apps	5845	Microsoft.WindowsStore_8wekyb3d8bbwe!App	name=*|Microsoft Store	gscore=5691	lscore=6000
Apps	2528	{7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E}\\Microsoft Office\\Office14\\WINWORD.EXE	name=*|Microsoft Word 2010	gscore=5056	lscore=0
Apps	7168	{6D809377-6AF0-444B-8957-A3773F02200E}\\Oracle\\VirtualBox\\VirtualBox.exe	name=*|Oracle VM VirtualBox	gscore=7168	lscore=7168
